# gle_mu_for_eng — Munster (Kerry) seeds authored by job #545
# seed<TAB>English<TAB>Munster   — spec: docs/gle-mu/munster-kerry-dialect-spec.md
# corrected 2026-08-20 against O Se GCD + An tOileanach: inniubh->inniu, muna->mara

326	I don't think that she needs to sell the company	Ní dóigh liom go dteastaíonn uaithi an comhlacht a dhíol
327	do you think that she needs to offer another way?	An dóigh leat go dteastaíonn uaithi slí eile a thairiscint?
328	yes I think she ought to	Is dóigh, is dóigh liom gur cheart di
329	it's important	Tá sé tábhachtach
330	no I don't think it's very important	Ní dóigh, ní dóigh liom go bhfuil sé ana-thábhachtach
331	she can't provide all the answers	Ní féidir léi na freagraí ar fad a sholáthar
332	he can build a new life for his sister	Is féidir leis saol nua a thógaint dá dheirfiúr
333	she said that she can't spend much time with the group	Dúirt sí ná féidir léi mórán ama a chaitheamh leis an ngrúpa
334	he said that he can let you hold the kitten	Dúirt sé gur féidir leis ligean duit an piscín a choimeád
335	I think that he can add some valuable ideas	Is dóigh liom gur féidir leis smaointe luachmhara a chur leis
336	I don't think that she can open the door	Ní dóigh liom gur féidir léi an doras a oscailt
337	do you think that he can continue to play?	An dóigh leat gur féidir leis leanúint ar aghaidh ag imirt?
338	badly	go dona
339	no I think he's hurt himself quite badly	Ní dóigh, is dóigh liom go bhfuil sé gortaithe go dona
340	yes I'm sure he's going to be okay	Is dóigh, táim cinnte go mbeidh sé ceart go leor
341	I met someone a few days ago	Bhuaileas le duine cúpla lá ó shin
342	I met someone who said something	Bhuaileas le duine a dúirt rud éigin
343	who said that she's worried about the economy	a dúirt go bhfuil imní uirthi mar gheall ar an ngeilleagar
344	who said that he's happy to help you	a dúirt go bhfuil sé sásta cabhrú leat
345	who said that he's not ready to leave yet	a dúirt ná fuil sé réidh chun imeacht fós
346	I wanted her to know that I liked her book	Theastaigh uaim go mbeadh a fhios aici gur thaitin a leabhar liom
347	he wanted to know what was happening a week ago	Theastaigh uaidh a fhios a bheith aige cad a bhí ag tarlúint seachtain ó shin
348	she didn't want to know what was going to happen	Níor theastaigh uaithi a fhios a bheith aici cad a bhí chun tarlúint
349	Did he want to go out on Friday night?	Ar theastaigh uaidh dul amach oíche Dé hAoine?
350	yes he wanted to see some old friends	Theastaigh, theastaigh uaidh seanchairde a fheiscint
351	no he didn't want to leave me on my own	Níor theastaigh, níor theastaigh uaidh mé a fhágaint liom féin
352	even if he wanted to he wouldn't be able to	fiú dá dteastódh uaidh ní bheadh sé ábalta
353	she needed to run around the field	Theastaigh uaithi rith timpeall na páirce
354	he didn't need to appear angry	Níor theastaigh uaidh a bheith feargach
355	Did she need to talk to that woman you know?	Ar theastaigh uaithi labhairt leis an mbean san go bhfuil aithne agat uirthi?
356	yes they had something important to discuss	Theastaigh, bhí rud tábhachtach le plé acu
357	no she just wanted to send her a message	Níor theastaigh, ní raibh uaithi ach teachtaireacht a sheoladh chuici
358	your friend said that she couldn't reach the top	Dúirt do chara ná féadfadh sí an barr a bhaint amach
359	your friend said that he could turn left	Dúirt do chara go bhféadfadh sé casadh ar chlé
360	Did your friend say anything else?	An ndúirt do chara aon rud eile?
361	he was quiet	bhí sé ciúin
362	no he was rather quiet after you left	Ní dúirt, bhí sé sách ciúin tar éis duit imeacht
363	yes he felt like talking a lot	Dúirt, bhí fonn air a lán cainte a dhéanamh
364	I heard that he didn't like that place	Chualas nár thaitin an áit sin leis
365	I didn't hear what she said to him	Níor chualas cad a dúirt sí leis
366	Did you hear what he wanted to grow?	Ar chualaís cad a theastaigh uaidh a fhás?
367	no nobody told me	Níor chuala, níor inis éinne dom
368	yes I heard that he wanted to grow tomatoes	Chuala, chualas gur theastaigh uaidh trátaí a fhás
369	I saw several horses on the road	Chonac roinnt capall ar an mbóthar
370	I didn't see anyone that I knew	Ní fheaca éinne go raibh aithne agam air
371	I went to see a film on Wednesday	Chuas ag féachaint ar scannán Dé Céadaoin
372	Did you see what she was trying to create?	An bhfeacaís cad a bhí sí ag iarraidh a chruthú?
373	it was beautiful	bhí sé álainn
374	yes I thought it was very beautiful	Chonac, cheapas go raibh sé ana-álainn
375	no I didn't know what she was doing	Ní fheaca, ní raibh a fhios agam cad a bhí sí a dhéanamh
376	I didn't go anywhere last month	Níor chuas in aon áit an mhí seo caite
377	Did you go anywhere in the world last year?	Ar chuais in aon áit ar domhan anuraidh?
378	no I didn't have enough money for holidays	Níor chuas, ní raibh a dhóthain airgid agam do laethanta saoire
379	yes I was lucky enough to travel to Africa	Chuas, bhíos ádhmharach go leor chun taisteal go dtí an Afraic
380	I asked what she wanted to include	D'fhiafraíos cad a theastaigh uaithi a chur san áireamh
381	I didn't ask if he wanted to follow us	Níor fhiafraíos ar theastaigh uaidh sinn a leanúint
382	Did you ask where he wanted to put it?	Ar fhiafraís cá dteastaigh uaidh é a chur?
383	yes he said he wanted to put it in the garden	D'fhiafraíos, dúirt sé gur theastaigh uaidh é a chur sa ghairdín
384	I couldn't agree with what he said a moment ago	Ní fhéadfainn aontú leis an méid a dúirt sé nóiméad ó shin
385	Did you agree with her?	Ar aontaís léi?
386	yes I agreed with her	D'aontaíos, d'aontaíos léi
387	no I didn't think she was right	Níor aontaíos, níor cheapas go raibh an ceart aici
388	That person you work with	an duine san go n-oibríonn tú leis
389	That person over there	an duine san thall ansúd
390	the one who is standing near the entrance	an duine atá ina sheasamh in aice leis an mbealach isteach
391	the one who is walking towards the bus	an duine atá ag siúl i dtreo an bhus
392	That child with the black hair opposite the post office	an páiste san leis an ngruaig dhubh os comhair oifig an phoist
393	That boy with the green shirt	an buachaill san leis an léine ghlas
394	That girl with the yellow dress	an cailín san leis an ngúna buí
395	we need to turn left at the next corner	Teastaíonn uainn casadh ar chlé ag an gcúinne seo chugainn
396	we don't need to stand until everybody else is ready	Ní theastaíonn uainn seasamh go dtí go bhfuil gach éinne eile réidh
397	do we need to get ready soon?	An dteastaíonn uainn a bheith réidh go luath?
398	we want to become more patient with our children	Teastaíonn uainn a bheith níos foighní lenár bpáistí
399	we don't want to lose hope	Ní theastaíonn uainn dóchas a chailliúint
400	do we want to eat something later on?	An dteastaíonn uainn rud éigin a ithe níos déanaí?
401	no it would be better to go straight home	Ní theastaíonn, b'fhearr dul díreach abhaile
402	yes it would be nice to stop somewhere for food	Teastaíonn, bheadh sé deas stopadh in áit éigin chun bia
403	we should remain quiet for as long as possible	Ba cheart dúinn fanacht ciúin chomh fada agus is féidir
404	we shouldn't expect to finish before Thursday	Níor cheart dúinn a bheith ag súil le críochnú roimh Déardaoin
405	should we ask if we have to book?	Ar cheart dúinn a fhiafraí an gcaithfimid áirithint a dhéanamh?
406	no I'm sure it will be okay	Níor cheart, táim cinnte go mbeidh sé ceart go leor
407	shouldn't we try to set a good example?	Nár cheart dúinn iarracht a dhéanamh dea-shampla a thabhairt?
408	yes that's the best way to make a happy family	Ba cheart, sin í an tslí is fearr chun clann shona a dhéanamh
409	no it doesn't matter what we do	Níor cheart, is cuma cad a dheinimid
410	they still fight with each other	Bíonn siad fós ag troid le chéile
411	we would like to reserve a table for four tonight	Ba mhaith linn bord a chur in áirithe do cheathrar anocht
412	we couldn't allow them to win everything	Ní fhéadfaimis ligean dóibh gach aon rud a bhuachan
413	we could fall if we go too close to the edge	D'fhéadfaimis titim dá raghaimis ró-ghar don imeall
414	could we have a bottle of red wine please?	An bhféadfaimis buidéal fíona deirg a fháil le do thoil?
415	That wouldn't be a problem if you ask me	Ní bheadh sé sin ina fhadhb dar liom
416	they want to lead the way next year	Teastaíonn uathu an tslí a threorú an bhliain seo chugainn
417	do they want to kill those ants?	An dteastaíonn uathu na seangáin sin a mharú?
418	they need to serve the community	Teastaíonn uathu freastal ar an bpobal
419	if they want people to like them	má theastaíonn uathu go dtaitneoidh siad le daoine
420	they don't need to ask how old he is	Ní theastaíonn uathu a fhiafraí cén aois é
421	because they already know he's getting weak	mar tá a fhios acu cheana go bhfuil sé ag éirí lag
422	a question	ceist
423	do they need to ask such an obvious question?	An dteastaíonn uathu ceist chomh soiléir sin a chur?
424	no they're wasting everybody's time	Ní theastaíonn, tá siad ag cur am gach éinne amú
425	yes they need to make sure they understand	Teastaíonn, teastaíonn uathu a chinntiú go dtuigeann siad
426	they would like to love each other but they're unhappy	Ba mhaith leo grá a thabhairt dá chéile ach tá siad míshásta
427	they wouldn't like you to think that they're bored	Níor mhaith leo go gceapfá go bhfuil siad leamh
428	would they like to visit us on Tuesday?	Ar mhaith leo cuairt a thabhairt orainn Dé Máirt?
429	yes that would be perfect for them	Ba mhaith, bheadh sé sin foirfe dóibh
430	no that wouldn't be possible	Níor mhaith, ní bheadh sé sin indéanta
431	they're not ready yet but they'll be ready soon	Níl siad réidh fós ach beidh siad réidh go luath
432	they could mean that they want you to ask	D'fhéadfadh sé a bheith i gceist acu go dteastaíonn uathu go gcuirfeá ceist
433	they couldn't find out when the film started	Ní fhéadfaidís fáil amach cathain a thosnaigh an scannán
434	could they cut the number of students they take?	An bhféadfaidís líon na mac léinn a ghlacann siad a laghdú?
435	yes they could if they wanted to	D'fhéadfadh, dá dteastódh uathu
436	no there's a minimum number they need	Ní fhéadfadh, tá íoslíon ann a theastaíonn uathu
437	they wanted to raise as much as possible for charity	Theastaigh uathu an oiread agus ab fhéidir a bhailiú do charthanacht
438	they didn't want to decide what he should do	Níor theastaigh uathu cinneadh a dhéanamh ar cad ba cheart dó a dhéanamh
439	they don't want to die	Ní theastaíonn uathu bás a fháil
440	they want to travel while they're still young	Teastaíonn uathu taisteal fad is atá siad fós óg
441	an approach	cur chuige
442	Did they want to develop a new approach?	Ar theastaigh uathu cur chuige nua a fhorbairt?
443	no they wanted to keep doing it the same way	Níor theastaigh, theastaigh uathu leanúint ar aghaidh á dhéanamh ar an tslí chéanna
444	yes they thought it could be done more efficiently	Theastaigh, cheapadar go bhféadfaí é a dhéanamh níos éifeachtaí
445	they will be able to carry that suitcase	Beidh siad ábalta an mála taistil san a iompar
446	they won't be able to break that window	Ní bheidh siad ábalta an fhuinneog san a bhriseadh
447	will they be able to drive us home after the meal?	An mbeidh siad ábalta sinn a thiomáint abhaile tar éis an bhéile?
448	yes they'll be happy to help	Beidh, beidh siad sásta cabhrú
449	they said that they were almost ready	Dúradar go rabhadar beagnach réidh
450	no they have to catch the train themselves	Ní bheidh, caithfidh siad an traein a fháil iad féin
451	they said what they wanted to do	Dúradar cad a theastaigh uathu a dhéanamh
452	they didn't say what they wanted to do	Ní dúradar cad a theastaigh uathu a dhéanamh
453	Did they say who they saw last night?	An ndúradar cé a chonaiceadar aréir?
454	our friends came round at about six o'clock	Tháinig ár gcairde thart timpeall a sé a chlog
455	we had to leave because the children were tired	Bhí orainn imeacht mar bhí na páistí tuirseach
456	he might be there but it's not very likely	B'fhéidir go mbeidh sé ann ach ní dócha é
457	part of the problem is the number of different areas	Cuid den fhadhb ná líon na réimsí éagsúla
458	it was all much easier in the past	Bhí gach aon rud i bhfad níos éasca san am atá caite
459	it wasn't in front of the blue sign	Ní raibh sé os comhair an chomhartha ghoirm
460	I want to find a shop near the hotel	Teastaíonn uaim siopa a fháil in aice leis an óstán
461	a shop where I can buy some postcards	siopa go bhféadfainn cártaí poist a cheannach ann
462	my grandfather fought in Italy during the war	Throid mo sheanathair san Iodáil le linn an chogaidh
463	my room number	uimhir mo sheomra
464	I told her my room number once but she forgot it	D'inseas uimhir mo sheomra di uair amháin ach dhein sí dearmad air
465	next time I will ask her what her name is	An chéad uair eile fiafróidh mé di cad is ainm di
466	let me throw it over the wall	Lig dom é a chaitheamh thar an mballa
467	it's next to the car park	Tá sé in aice leis an gcarrchlós
468	it's a big world	Is domhan mór é
469	but that doesn't mean we can't change it	ach ní chiallaíonn san ná féidir linn é a athrú
470	how high do you want to climb before we stop?	Cé chomh hard is a theastaíonn uait dreapadh sara stopaimid?
471	do you want to stop for a rest?	An dteastaíonn uait stopadh chun sosa?
472	part of the problem is that we don't know the facts	Cuid den fhadhb is ea ná fuil na fíricí ar eolas againn
473	I don't want it	Ní theastaíonn sé uaim
474	I don't even want it as a free offer	Ní theastaíonn sé uaim fiú mar thairiscint saor in aisce
475	there are many reasons to consider waiting	Tá a lán cúiseanna ann chun machnamh a dhéanamh ar fhanacht
476	I'm waiting for the end of the second half	Táim ag fanacht le deireadh an dara leath
477	he's been sick since the second day of the holidays	Tá sé breoite ón dara lá de na laethanta saoire
478	she has such a kind heart	Tá croí chomh cineálta san aici
479	it's the least I could do	Is é an rud is lú a d'fhéadfainn a dhéanamh
480	whatever he says it's not far ahead now	Pé rud a deir sé níl sé i bhfad chun tosaigh anois
481	it's the only real hope we have left	Is é an t-aon dóchas fíor atá fágtha againn
482	the only real hope is that they're not serious	Is é an t-aon dóchas fíor ná ná fuil siad dáiríre
483	life isn't easy but it's not meant to be easy	Níl an saol éasca ach níl sé ceaptha a bheith éasca
484	it's meant to be a challenge	Tá sé ceaptha a bheith ina dhúshlán
485	nothing would make me happier than to get away	Ní dhéanfadh faic níos sásta mé ná éalú
486	I think your eyes are beautiful	Is dóigh liom go bhfuil do shúile álainn
487	it's under the bridge	Tá sé fén ndroichead
488	it's on the other side of that yellow line	Tá sé ar an dtaobh eile den líne bhuí sin
489	if you don't make me a strong cup of coffee right now	mara ndeineann tú cupán láidir caife dom anois díreach
490	then I will never trust anyone ever again	ní bheidh muinín agam as éinne go deo arís
491	I love the way you try to help	Is breá liom an tslí a bhíonn tú ag iarraidh cabhrú
492	which of those places do you think is the most interesting?	Cé acu de na háiteanna san is dóigh leat is suimiúla?
493	what's going to come next?	Cad atá chun teacht ar aghaidh?
494	what happens after the first part of the show?	Cad a tharlaíonn tar éis an chéad chuid den seó?
495	when it matters	nuair a bhíonn sé tábhachtach
496	I'm not planning to lose when it really matters	Nílim ag pleanáil cailliúint nuair a bhíonn sé fíorthábhachtach
497	That sounds as though you need to get some sleep	Tá an chuma air sin go dteastaíonn beagán codlata uait
498	he's standing alone over there inside the entrance	Tá sé ina sheasamh leis féin thall ansúd laistigh den bhealach isteach
499	maybe we should open the door and close the window	B'fhéidir gur cheart dúinn an doras a oscailt agus an fhuinneog a dhúnadh
500	Why don't you want to sit between the two girls?	Cad ina thaobh ná teastaíonn uait suí idir an dá chailín?
563	I wouldn't have been able to keep going any longer	Ní bheinn tar éis a bheith ábalta leanúint ar aghaidh níos faide
564	I wouldn't have been able to without your help	Ní bheinn tar éis a bheith ábalta gan do chabhair
565	I'd have thought about it more carefully	Bheinn tar éis machnamh a dhéanamh air níos cúramaí
566	I'd have thought more if it had been my choice	Bheinn tar éis machnamh níos mó a dhéanamh air dá mba é mo rogha féin é
567	it's been lovely spending time outdoors watching the children play	Bhí sé go hálainn am a chaitheamh amuigh fén aer ag féachaint ar na páistí ag imirt
568	I'm expecting to see an improvement next time we meet	Táim ag súil le feabhas a fheiscint an chéad uair eile a bhuailimid le chéile
569	have you decided how much you are willing to pay?	An bhfuil cinneadh déanta agat cé mhéid atá tú sásta a íoc?
570	how much are you willing to pay for your ticket?	Cé mhéid atá tú sásta a íoc ar do thicéad?
571	I'm not convinced that would be a very good idea	Nílim cinnte gur smaoineamh ana-mhaith a bheadh ann
572	have you forgotten what happened the last time they visited us?	An ndeinis dearmad ar cad a tharla an uair dheireanach a thugadar cuairt orainn?
573	it's the kind of thing that makes the holidays very special	Is é an cineál ruda é a dheineann na laethanta saoire ana-speisialta
574	the holidays are very special for everyone	Tá na laethanta saoire ana-speisialta do gach éinne
575	it's been upsetting	Tá sé tar éis a bheith corraitheach
576	it has been very upsetting waiting	Tá sé tar éis a bheith ana-chorraitheach ag fanacht
577	we've been waiting for the news from the hospital	Táimid ag fanacht leis an nuacht ón ospidéal
578	somewhere warmer	áit éigin níos teo
579	we've often tried	Táimid tar éis iarracht a dhéanamh go minic
580	we've often wanted to take the children somewhere a little warmer	Is minic a theastaigh uainn na páistí a thabhairt in áit éigin beagán níos teo
581	he'd like to know a little more about what it's like	Ba mhaith leis beagán níos mó a fhios a bheith aige mar gheall ar conas atá sé
582	what's it like to grow up here?	Conas atá sé fás aníos anso?
583	what's it like in this part of the world?	Conas atá sé sa chuid seo den domhan?
584	what's it like to wake up every morning and see the mountains?	Conas atá sé dúiseacht gach aon mhaidin agus na sléibhte a fheiscint?
585	I can see the mountains out of my bedroom window	Is féidir liom na sléibhte a fheiscint amach as fuinneog mo sheomra leapa
586	I want twenty boiled eggs	Teastaíonn fiche ubh bheirithe uaim
587	she used to insist that we had eggs for supper	Bhíodh sí ag éileamh go mbeadh uibheacha againn don suipéar
588	so I wanted to grow up and leave home	mar sin theastaigh uaim fás aníos agus an baile a fhágaint
589	she told me she'd just seen the last bus	Dúirt sí liom go raibh sí díreach tar éis an bus deireanach a fheiscint
590	I saw the last bus leaving the station	Chonac an bus deireanach ag fágaint an stáisiúin
591	she followed me down to the shops	Lean sí mé síos go dtí na siopaí
592	and along the main road	agus feadh an phríomhbhóthair
593	however much I argued I still had to share	Pé méid a d'áitíos bhí orm roinnt fós
594	I had to share my toys with my sister	Bhí orm mo chuid bréagán a roinnt le mo dheirfiúr
595	I need to lie down in the garden	Teastaíonn uaim luí síos sa ghairdín
596	and I need to close my eyes for a while	agus teastaíonn uaim mo shúile a dhúnadh ar feadh tamaill
597	I suspect that he's heard a hundred stories about it	Tá amhras orm go bhfuil céad scéal cloiste aige mar gheall air
598	he's heard a thousand stories about what they were doing	Tá míle scéal cloiste aige mar gheall ar cad a bhíodar a dhéanamh
599	I'd have been happy to drive if you'd told me	Bheinn tar éis a bheith sásta tiomáint dá n-inseofá dom
600	I'd have driven if you'd told me how tired you were	Bheinn tar éis tiomáint dá n-inseofá dom cé chomh tuirseach is a bhís
601	we were talking about how it all started	Bhíomar ag caint mar gheall ar conas a thosnaigh an rud ar fad
602	how it started in the first place	conas a thosnaigh sé ar dtús
603	we didn't have anywhere to live at the time	Ní raibh aon áit againn chun cónaí ann ag an am
604	she offered to let us stay with her	Thairg sí ligean dúinn fanacht léi
605	because we needed help	mar theastaigh cabhair uainn
606	if I'd known then what I know now I'd have waited	Dá mbeadh a fhios agam an uair sin cad atá ar eolas agam anois bheinn tar éis fanacht
607	if I'd known I'd have done things differently	Dá mbeadh a fhios agam bheinn tar éis rudaí a dhéanamh ar shlí eile
608	it would have been the sensible thing to do	Ba é sin an rud ciallmhar le déanamh
609	the sensible thing to do would have been to ask	Ba é an rud ciallmhar le déanamh ná ceist a chur
610	he needs to look for work	Teastaíonn uaidh lorg oibre a dhéanamh
611	I would have been ready to look somewhere else	Bheinn tar éis a bheith réidh chun féachaint in áit éigin eile
612	we would have bought something	Bheimis tar éis rud éigin a cheannach
613	we probably would have bought a house there	Is dócha go mbeimis tar éis tigh a cheannach ann
614	it's near where your family live	Tá sé in aice leis an áit go bhfuil do chlann ina gcónaí
615	I thought you were very brave to say that	Cheapas go rabhais ana-chróga é sin a rá
616	you were very brave to say you thought that	Bhís ana-chróga a rá gur cheapais é sin
617	you thought that it was a mistake	Cheapais gur botún ab ea é
618	it doesn't feel like a long time	Ní bhraitheann sé mar am fada
619	it's a long time since we saw each other	Is fada ó chonaiceamar a chéile
620	it's a very long time since we last saw each other	Is ana-fhada ó chonaiceamar a chéile go deireanach
621	I wouldn't have dared to tell her that it was broken	Ní bheadh sé de mhisneach agam insint di go raibh sé briste
622	I knew that the children had broken it	Bhí a fhios agam gur bhris na páistí é
623	do you want a cup of coffee or tea?	An dteastaíonn cupán caife nó tae uait?
624	yes, that would be great, please	Teastaíonn, bheadh sé sin go hiontach, le do thoil
625	do you want something to drink?	An dteastaíonn rud éigin le hól uait?
626	no, I'm not thirsty, thank you	Ní theastaíonn, níl tart orm, go raibh maith agat
627	your coffee is ready	Tá do chaife réidh
628	do you like tea?	An maith leat tae?
629	I like it with milk but without sugar	Is maith liom é le bainne ach gan siúcra
630	can I have something to drink please?	An féidir liom rud éigin le hól a fháil le do thoil?
631	what would you like?	Cad ba mhaith leat?
632	a glass of water	gloine uisce
633	a large glass of water would be fine	Bheadh gloine mhór uisce go breá
634	I'd like one of those	Ba mhaith liom ceann acu san
635	That is Jane's bag	Is le Jane an mála san
636	I think that that is Jane's bag	Is dóigh liom gur le Jane an mála san
637	where is her bag?	Cá bhfuil a mála?
638	I'm trying to think	Táim ag iarraidh machnamh a dhéanamh
639	with you sir	leat, a dhuine uasail
640	it's the red one	Is é an ceann dearg é
641	I think that it's the red one on that chair	Is dóigh liom gurb é an ceann dearg ar an gcathaoir sin é
642	how do you feel madam?	Conas a bhraitheann tú, a bhean uasal?
643	do you want sir	an dteastaíonn uait, a dhuine uasail
644	could you say that sir?	An bhféadfá é sin a rá, a dhuine uasail?
645	I can help you madam	Is féidir liom cabhrú leat, a bhean uasal
646	you're doing something sir	Tánn tú ag déanamh rud éigin, a dhuine uasail
647	you speak it madam	Labhrann tú í, a bhean uasal
648	what you said madam	cad a dúraís, a bhean uasal
649	are you ready sir?	An bhfuileann tú réidh, a dhuine uasail?
650	do you want to go madam?	An dteastaíonn uait dul, a bhean uasal?
651	what do you think madam?	Cad is dóigh leat, a bhean uasal?
652	what do you need sir?	Cad a theastaíonn uait, a dhuine uasail?
653	do you mind madam?	An miste leat, a bhean uasal?
654	I'm not sure if I can help you, sir	Nílim cinnte an féidir liom cabhrú leat, a dhuine uasail
655	I think that you're doing very well, madam	Is dóigh liom go bhfuileann tú ag déanamh go hana-mhaith, a bhean uasal
656	with you all	libh ar fad
657	how do you all feel?	Conas a bhraitheann sibh ar fad?
658	do you all want?	An dteastaíonn uaibh ar fad?
659	could you all say that	An bhféadfadh sibh ar fad é sin a rá?
660	I can help you all	Is féidir liom cabhrú libh ar fad
661	you're all doing something	Tá sibh ar fad ag déanamh rud éigin
662	you all speak it	Labhrann sibh ar fad í
663	what you all said	cad a dúrabhair ar fad
664	are you all ready?	An bhfuil sibh ar fad réidh?
665	do you all want to go?	An dteastaíonn uaibh ar fad dul?
666	what do you all think?	Cad is dóigh libh ar fad?
667	do you all mind?	An miste libh ar fad?
668	I hope you'll all be able to go	Tá súil agam go mbeidh sibh ar fad ábalta dul
