el_for_eng:S0056L01U07	it's like this, I enjoy learning Greek carefully	είναι έτσι, μου αρέσει να μαθαίνω ελληνικά προσεκτικά	530b77b9-08c4-4e2b-896d-eed0d9b552e8
el_for_eng:S0056L02B01	I am able to	μπορώ να	943c5855-9d25-4929-ad8f-9411308a10f0
el_for_eng:S0056L02B02	I am able to improve	μπορώ να βελτιωθώ	3636b41a-34d0-4a15-9328-b4a6b8c4c3c9
el_for_eng:S0056L02B03	I am able to feel okay	μπορώ να νιώθω καλά	4ff277d0-7ab0-4429-88a8-2aa5a1f46d8d
el_for_eng:S0056L02B04	I am able to speak Greek	μπορώ να μιλάω ελληνικά	3120e9f2-5bb5-4dc8-8b48-efe01e4d42f9
el_for_eng:S0056L02C01	I can	μπορώ	dee629fc-65b4-4a50-ba8e-c6cb2fc0bae6
el_for_eng:S0056L02U01	I am able to learn Greek	μπορώ να μαθαίνω ελληνικά	be6a374d-d523-4769-81fd-e0c8b4cdc93d
el_for_eng:S0056L02U02	I am able to speak Greek well	μπορώ να μιλάω ελληνικά καλά	33428f18-94f7-405c-9be8-60fb2820c616
el_for_eng:S0056L02U03	I am able to wake up this morning	μπορώ να ξυπνάω σήμερα το πρωί	73aaa17e-c234-475e-bd0c-ba0bc9f90fbf
el_for_eng:S0056L02U04	I am able to do things carefully	μπορώ να κάνω πράγματα προσεκτικά	a385e88b-a9c4-4656-9d68-e190ccfb7f38
el_for_eng:S0056L02U05	I am able to learn Greek better	μπορώ να μαθαίνω ελληνικά καλύτερα	5b9fb812-a5b0-49c2-b135-9546da0b2252
el_for_eng:S0056L02U06	I am able to do interesting things	μπορώ να κάνω ενδιαφέροντα πράγματα	798cf9c0-a0d3-4152-935e-fa8a842f51e8
el_for_eng:S0056L02U07	I am able to finish as quickly as possible	μπορώ να τελειώσω όσο πιο γρήγορα γίνεται	30686f66-7ec9-446a-932d-d059cf8c7445
el_for_eng:S0056L03B01	I want to remember	θέλω να θυμηθώ	29fc732c-b5e2-41b4-bfb8-673b0b258f92
el_for_eng:S0056L03B02	I am able to remember	μπορώ να θυμηθώ	6479540d-004e-4dfc-979b-8bb92a14bfcd
el_for_eng:S0056L03B03	I wanted to remember	ήθελα να θυμηθώ	87b4af09-8793-4a25-afa7-61e754813373
el_for_eng:S0056L03U01	I'm looking forward to remembering	ανυπομονώ να θυμηθώ	648b0956-7f7c-41b2-a5b8-54828703c790
el_for_eng:S0056L03U02	so I am able to remember	έτσι μπορώ να θυμηθώ	80fdb372-12ed-4fa5-a2fa-c4cddc7e9056
el_for_eng:S0056L03U03	I want to remember everything	θέλω να θυμηθώ τα πάντα	22816678-cc10-475b-ab44-75f3dbe20cf4
el_for_eng:S0056L03U04	I am able to remember what I mean	μπορώ να θυμηθώ τι εννοώ	15935f48-50a3-400d-b9fc-e74e8c2bd996
el_for_eng:S0056L03U05	I am able to remember things	μπορώ να θυμηθώ πράγματα	0926ec8e-4781-4846-a620-725238c0e8f5
el_for_eng:S0056L03U07	I don't need to remember everything	δεν χρειάζεται να θυμηθώ τα πάντα	7baa8cfe-85ee-4724-bbf1-48d5e0f73196
el_for_eng:S0056L05B01	I want to say something	θέλω να λέω κάτι	e31ed9ff-9351-4e5d-b8b2-1b11b9517434
el_for_eng:S0056L05B02	I want to say what I mean	θέλω να λέω τι εννοώ	290c9a3c-eeed-4d38-bf66-a98cc5382649
el_for_eng:S0056L05B03	I am able to say things	μπορώ να λέω πράγματα	c24a0552-d91f-40b2-9276-d9b3d244b0bf
el_for_eng:S0056L05U01	so I am able to say what I mean	έτσι μπορώ να λέω τι εννοώ	2786a93c-de79-46fe-a8ba-40208b784c55
el_for_eng:S0056L05U02	I don't try to say everything	δεν προσπαθώ να λέω τα πάντα	77170eae-ebf9-480f-8161-e3f01351002d
el_for_eng:S0056L05U03	I don't need to say everything	δεν χρειάζεται να λέω τα πάντα	0f072d6e-6f1b-493d-9afc-1ec7308eee95
el_for_eng:S0056L05U04	I enjoy saying things well	μου αρέσει να λέω πράγματα καλά	b394d6f4-b717-4393-86a0-ee3998d2307b
el_for_eng:S0056L05U05	I am able to remember how to say things	μπορώ να θυμηθώ πώς να λέω πράγματα	3f5298e6-f24d-4e96-8d99-171204530c7a
el_for_eng:S0056L05U06	I enjoy saying things carefully	μου αρέσει να λέω πράγματα προσεκτικά	62269073-db6a-4b3a-8c90-4998ec35946f
el_for_eng:S0056L05U07	I am able to remember how to say interesting things	μπορώ να θυμηθώ πώς να λέω ενδιαφέροντα πράγματα	05c84fb9-9b9e-4472-b121-0680a47198b0
el_for_eng:S0056L06B01	a few words	μερικές λέξεις	7e74fee7-8b29-46be-84dc-876729f8785a
el_for_eng:S0056L06B02	I want to say a few words	θέλω να λέω μερικές λέξεις	17342eb6-c1a3-4bf3-b436-c017a2e6bcc4
el_for_eng:S0056L06B03	I am able to say a few words	μπορώ να λέω μερικές λέξεις	c1ebd7aa-adba-4578-8f0e-3f3efa3c86ff
el_for_eng:S0056L06B04	I want to remember a few words	θέλω να θυμηθώ μερικές λέξεις	7f8e93f1-6e4b-4658-abcd-7f54e74fad6a
el_for_eng:S0056L06C01	a few	μερικές	326370dc-bf9d-4418-ac03-697fd59f572e
el_for_eng:S0056L06C02	words	λέξεις	6095a344-7979-4c76-9519-b4bda2d01314
el_for_eng:S0056L06U01	I am able to remember a few words	μπορώ να θυμηθώ μερικές λέξεις	493e588c-c5d4-4030-ad22-dcb70ea5e683
el_for_eng:S0056L06U02	I wanted to learn a few words	ήθελα να μαθαίνω μερικές λέξεις	fc8767f6-dce1-4821-94b8-82d199d9bbf4
el_for_eng:S0056L06U03	I enjoy learning a few words	μου αρέσει να μαθαίνω μερικές λέξεις	30483d4d-c798-41fc-b393-0064d57f4572
el_for_eng:S0056L06U04	I am able to remember how to say a few words	μπορώ να θυμηθώ πώς να λέω μερικές λέξεις	349c0219-85a9-4fb0-a2e8-086c24eb8515
el_for_eng:S0056L06U05	I am able to say a few words this morning	μπορώ να λέω μερικές λέξεις σήμερα το πρωί	364bc040-e193-40b6-bcab-146e746fbf87
el_for_eng:S0056L06U06	so I am able to remember how to say a few words	έτσι μπορώ να θυμηθώ πώς να λέω μερικές λέξεις	acd9ab3f-b06a-49ce-9f49-630245e172fa
el_for_eng:S0056L06U07	I don't need to say a few words right now	δεν χρειάζεται να λέω μερικές λέξεις αυτή τη στιγμή	5dfdd342-66d3-459b-ba48-0da863811941
el_for_eng:S0057L01B01	I can't	δεν μπορώ να	d623690d-fd27-42fb-96f6-42219e96cd90
el_for_eng:S0057L01B02	I can't improve right now	δεν μπορώ να βελτιωθώ τώρα	db42ac90-bf99-403a-a212-1a3f9b2406ce
el_for_eng:S0057L01B03	I can't learn everything	δεν μπορώ να μαθαίνω τα πάντα	6531cf59-458b-40c7-8770-822fe36fa322
el_for_eng:S0057L01B04	I can't speak Greek well	δεν μπορώ να μιλάω ελληνικά καλά	084f920e-73dd-4898-9133-0ca0f0e4f562
el_for_eng:S0057L01C01	not	δεν	ba79020a-26d1-4264-8601-5f7332859e6e
el_for_eng:S0057L01C02	I can	μπορώ	dee629fc-65b4-4a50-ba8e-c6cb2fc0bae6
el_for_eng:S0057L01U01	I can't remember a few words	δεν μπορώ να θυμηθώ μερικές λέξεις	5ee91096-eadc-43b9-9a71-d5dbf5d3ddfa
el_for_eng:S0057L01U02	why can't I speak Greek well?	γιατί δεν μπορώ να μιλάω ελληνικά καλά;	71c449d3-6bea-4e65-9a7a-1ecb2c943583
el_for_eng:S0057L01U03	I can't feel okay this morning	δεν μπορώ να νιώθω καλά σήμερα το πρωί	9f9a8178-b32b-4664-9d1f-7e8ceffddc52
el_for_eng:S0057L01U04	I can't remember how to speak Greek	δεν μπορώ να θυμηθώ πώς να μιλάω ελληνικά	3975df4b-62ec-4d22-a267-f8d0a47a8394
el_for_eng:S0057L01U05	I can't remember how to say a few words	δεν μπορώ να θυμηθώ πώς να λέω μερικές λέξεις	3b554300-0ab4-4ac6-bdac-e0171ea90cf9
el_for_eng:S0057L01U06	I can't finish as quickly as possible	δεν μπορώ να τελειώσω όσο πιο γρήγορα γίνεται	e746f0b0-6e24-43d3-bcc3-2bb3d7a515f5
el_for_eng:S0057L01U07	I can't do interesting things tonight	δεν μπορώ να κάνω ενδιαφέροντα πράγματα απόψε	26a85946-cd05-4101-8318-cce6fdd5a418
el_for_eng:S0057L04B01	I want to say something	θέλω να πω κάτι	e31ed9ff-9351-4e5d-b8b2-1b11b9517434
el_for_eng:S0057L04B02	I want to say what I mean	θέλω να πω τι εννοώ	290c9a3c-eeed-4d38-bf66-a98cc5382649
el_for_eng:S0057L04B03	I'm looking forward to saying what I mean	ανυπομονώ να πω τι εννοώ	d03f68af-15aa-4de9-9cc5-67da0919c1e7
el_for_eng:S0057L04U02	so I can say what I mean	έτσι μπορώ να πω τι εννοώ	75a2133e-8dd4-47be-b098-b9ffe55d18ff
el_for_eng:S0057L04U03	I can say a few words	μπορώ να πω μερικές λέξεις	1ab9ad4b-0703-4948-ace0-5ba4834ed6a7
el_for_eng:S0057L04U04	I can't remember how to say it	δεν μπορώ να θυμηθώ πώς να πω	68979ead-6522-44b0-bd73-33eb91ec8c4d
el_for_eng:S0057L04U05	I don't need to say everything	δεν χρειάζεται να πω τα πάντα	0f072d6e-6f1b-493d-9afc-1ec7308eee95
el_for_eng:S0057L04U07	I can remember how to say a few words	μπορώ να θυμηθώ πώς να πω μερικές λέξεις	def1075c-392e-476b-bf2d-cd6d518aca8b
el_for_eng:S0057L05B01	what	αυτό που	2151d2eb-445a-48a2-b2c2-bb3b5a8e8f8c
el_for_eng:S0057L05B02	I want to remember what I mean	θέλω να θυμηθώ αυτό που εννοώ	428fe45f-0bd1-46d4-bfbd-1d5ea92d2056
el_for_eng:S0057L05B03	I think I know what I mean	νομίζω ότι ξέρω αυτό που εννοώ	fc98316b-ed1c-4f35-8506-955de72193d4
el_for_eng:S0057L05B04	I want to say what I wanted to say	θέλω να πω αυτό που ήθελα να πω	c5ab1fd3-f0a9-45c1-a00f-2d3395e24424
el_for_eng:S0057L05C01	this	αυτό	9e7324cf-60d6-4f43-a9d5-ca39b46adfc6
el_for_eng:S0057L05C02	that	που	695dc24d-82f7-4d78-beb6-3da5a917be3a
el_for_eng:S0057L05U02	I can remember what I wanted to say	μπορώ να θυμηθώ αυτό που ήθελα να πω	e1570a19-b7ee-486c-a52b-e30e0e221d7d
el_for_eng:S0057L05U03	I started to remember what I wanted to say	άρχισα να θυμηθώ αυτό που ήθελα να πω	a72b00a5-4abf-4362-acc6-252f573e16a3
el_for_eng:S0057L05U04	I can't remember what I wanted to say	δεν μπορώ να θυμηθώ αυτό που ήθελα να πω	a107759e-f7d5-44b1-a9b8-df197a7d9f4e
el_for_eng:S0057L05U05	I want to do what I need to do	θέλω να κάνω αυτό που χρειάζεται να κάνω	e6e61d09-3aed-4953-85b7-0a77f4ffbe6e
el_for_eng:S0057L05U06	I enjoy doing what I want to do	μου αρέσει να κάνω αυτό που θέλω να κάνω	243cee3e-f52e-4925-a45d-f0409bc63723
el_for_eng:S0057L05U07	I can do what I need to do	μπορώ να κάνω αυτό που χρειάζεται να κάνω	918fa60f-d785-44d8-b5ae-359bd4974906
el_for_eng:S0058L02B01	it is interesting, I think	είναι ενδιαφέρον, νομίζω	9231f209-235f-4d29-9a9e-97fb61363797
el_for_eng:S0058L02B02	it is interesting and good	είναι ενδιαφέρον και καλό	963eaacd-8e67-45f3-9d15-c294ea73c194
el_for_eng:S0058L02B03	I think it's very interesting	νομίζω ότι είναι πολύ ενδιαφέρον	695da278-c977-4f2b-9a9f-9d78cf467c9a
el_for_eng:S0058L02U01	it is interesting when I do things	είναι ενδιαφέρον όταν κάνω πράγματα	8bb93eb7-0dc2-449e-a067-47c2cdea1ff2
el_for_eng:S0058L02U02	it is interesting when I speak Greek	είναι ενδιαφέρον όταν μιλάω ελληνικά	c151d66e-d710-4e8d-a7af-365eebbdb07b
el_for_eng:S0058L02U03	it is interesting when I learn Greek	είναι ενδιαφέρον όταν μαθαίνω ελληνικά	6010b757-ffad-41b4-8c9c-3d3ea1e6bef4
el_for_eng:S0058L02U04	it is interesting when I speak Greek well	είναι ενδιαφέρον όταν μιλάω ελληνικά καλά	955a8b05-f080-44be-9934-92908cde899a
el_for_eng:S0058L02U05	I think it's interesting when I don't worry	νομίζω ότι είναι ενδιαφέρον όταν δεν ανησυχώ	40a849cc-779c-479d-a839-73b70878351d
el_for_eng:S0058L02U06	it is not interesting when I can't remember	δεν είναι ενδιαφέρον όταν δεν μπορώ να θυμηθώ	33acda4c-5a93-4b23-8812-d0d1108ce20e
el_for_eng:S0058L02U07	it is very interesting when I do things with my friends	είναι πολύ ενδιαφέρον όταν κάνω πράγματα με τους φίλους μου	6d1a1c70-cbf6-475d-b709-3d2007cede6e
el_for_eng:S0058L05B01	enough words	αρκετές λέξεις	8be34de1-2ff5-4e01-91fb-3bf25c6e0125
el_for_eng:S0058L05B02	I can say enough words	μπορώ να λέω αρκετές λέξεις	36d01cc7-3d02-4380-ac68-7267725e5c82
el_for_eng:S0058L05B03	I want to remember enough words	θέλω να θυμηθώ αρκετές λέξεις	dbde643b-0f2b-44fa-8cf4-73b057bea10b
el_for_eng:S0058L05B04	I can remember enough words	μπορώ να θυμηθώ αρκετές λέξεις	f3a77544-a3d6-4f08-bebe-d6a158e8b046
el_for_eng:S0058L05C01	enough	αρκετές	6543b6e5-3f91-42f8-84c7-46fb86bcf1bc
el_for_eng:S0058L05C02	words	λέξεις	6095a344-7979-4c76-9519-b4bda2d01314
el_for_eng:S0058L05U01	I want to learn enough words	θέλω να μαθαίνω αρκετές λέξεις	6b07f950-7cd7-4425-95c2-d297574f278b
el_for_eng:S0058L05U02	I enjoy knowing enough words	μου αρέσει να ξέρω αρκετές λέξεις	bdbbea2b-48f6-49eb-af31-68bb5cd44223
el_for_eng:S0058L05U03	I can't remember enough words	δεν μπορώ να θυμηθώ αρκετές λέξεις	5803b189-cbaf-4d7e-93b4-0430a39fe4bd
el_for_eng:S0058L05U04	I enjoy learning enough words	μου αρέσει να μαθαίνω αρκετές λέξεις	309c228b-ed88-4c89-9f2b-3a0dc616566a
el_for_eng:S0058L05U05	it's useful to know enough words	είναι χρήσιμο να ξέρω αρκετές λέξεις	bfde61e6-a15c-45de-ba97-db0c3475f4f4
el_for_eng:S0058L05U06	I don't need to know enough words right now	δεν χρειάζεται να ξέρω αρκετές λέξεις τώρα	1af430db-34a6-412c-a8bc-569f19753c40
el_for_eng:S0058L05U07	it's interesting when you understand enough words	είναι ενδιαφέρον όταν καταλαβαίνεις αρκετές λέξεις	861e48e4-65a5-4b7a-bb6a-f35a33bcc7af
el_for_eng:S0059L05B01	it is necessary to	χρειάζεται να	600e9ae5-213c-44e6-b8ce-cb19cf11a465
el_for_eng:S0059L05B02	it is necessary to improve	χρειάζεται να βελτιωθώ	4db332a1-3dd6-49d2-ad9d-2e9b5bdd0bec
el_for_eng:S0059L05B03	it is necessary to speak Greek	χρειάζεται να μιλάω ελληνικά	41421396-6072-4075-9d86-dc6ed4b0e683
el_for_eng:S0059L05B04	it is necessary to say a few words	χρειάζεται να λέω μερικές λέξεις	0c02f0c6-f15b-49e7-81b0-7c0a622705ee
el_for_eng:S0059L05C01	it is needed	χρειάζεται	7f82c132-9044-42a6-b072-90d82bddfc12
el_for_eng:S0059L05U01	it is necessary to remember enough words	χρειάζεται να θυμηθώ αρκετές λέξεις	dba2b5f2-a77e-458c-95d3-ccb659097958
el_for_eng:S0059L05U02	I don't know what it is necessary to do	δεν ξέρω αυτό που χρειάζεται να κάνω	fc51d227-0b91-4dda-b3a2-a2241e3e5182
el_for_eng:S0059L05U03	it is necessary to learn enough words	χρειάζεται να μαθαίνω αρκετές λέξεις	6b0b7c40-f313-4ddf-9e59-bb83354b7ca1
el_for_eng:S0059L05U04	it is necessary to do things carefully	χρειάζεται να κάνω πράγματα προσεκτικά	3338bead-4282-4e37-96ea-180c179a6436
el_for_eng:S0059L05U05	it is necessary to do interesting things	χρειάζεται να κάνω ενδιαφέροντα πράγματα	b91aa321-4e6f-4585-a89c-80fce10ffb18
el_for_eng:S0059L05U06	I think it is necessary to learn Greek	νομίζω ότι χρειάζεται να μαθαίνω ελληνικά	ccf454db-1b58-4f08-b86b-a9cd72db9f95
el_for_eng:S0059L05U07	I can do what it is necessary to do	μπορώ να κάνω αυτό που χρειάζεται να κάνω	03d8461b-6601-4f49-9c9f-dd5f6f032ef9
el_for_eng:S0059L06B01	next week	την επόμενη εβδομάδα	322df491-d0bc-48be-ac6f-a010de1a0f10
el_for_eng:S0059L06B02	I want to improve next week	θέλω να βελτιωθώ την επόμενη εβδομάδα	35ab595c-796f-45ff-ab0a-d254b14b1f78
el_for_eng:S0059L06B03	I wanted to do things next week	ήθελα να κάνω πράγματα την επόμενη εβδομάδα	bbc4fbaa-6e53-4c95-bca6-8fad77cd7a58
el_for_eng:S0059L06B04	I want to speak Greek next week	θέλω να μιλάω ελληνικά την επόμενη εβδομάδα	68dddcfd-148f-4ec6-b6e1-4da64512a873
el_for_eng:S0059L06C01	the	την	7f00f010-072d-4fc7-9726-208ff5327344
el_for_eng:S0059L06C02	next	επόμενη	cc809d40-823b-4320-8ed8-6a030615de3a
el_for_eng:S0059L06C03	week	εβδομάδα	5c0abd9a-74f6-4504-870e-bd90ac1498ab
el_for_eng:S0059L06U01	I want to learn Greek next week	θέλω να μαθαίνω ελληνικά την επόμενη εβδομάδα	7d373a2d-67d4-478c-9e48-09a3241cf37e
el_for_eng:S0059L06U02	it is necessary to do things next week	χρειάζεται να κάνω πράγματα την επόμενη εβδομάδα	efa5432d-fb47-4741-aa10-72ff9cbab5cb
el_for_eng:S0059L06U03	I want to remember enough words next week	θέλω να θυμηθώ αρκετές λέξεις την επόμενη εβδομάδα	9d7b7591-496f-458f-8ce9-3ad21f3b2ee6
el_for_eng:S0059L06U04	I know what I need to do next week	ξέρω αυτό που χρειάζεται να κάνω την επόμενη εβδομάδα	cec1593b-f569-424d-a681-10d867f3e373
el_for_eng:S0059L06U05	I can do interesting things next week	μπορώ να κάνω ενδιαφέροντα πράγματα την επόμενη εβδομάδα	2c96cd8e-397f-4501-a891-1b6614aba6cf
el_for_eng:S0059L06U06	I can do what I need to do next week	μπορώ να κάνω αυτό που χρειάζεται να κάνω την επόμενη εβδομάδα	6c0e556c-7000-459b-9c3d-e27fa00b94af
el_for_eng:S0059L06U07	I know how to do what I need to do next week	ξέρω πώς να κάνω αυτό που χρειάζεται να κάνω την επόμενη εβδομάδα	3bf06391-baab-4204-b86e-20789f1990b6
el_for_eng:S0060L01B01	I don't know	δεν ξέρω	9bf6122c-740f-44c7-893d-6b15bc1174d6
el_for_eng:S0060L01B02	I don't know how to say what I mean	δεν ξέρω πώς να λέω τι εννοώ	5df07bc7-5ad8-43fa-a58a-1895528f871f
el_for_eng:S0060L01B03	I don't know what I wanted to say	δεν ξέρω αυτό που ήθελα να πω	912c35ca-ee8b-4587-be7c-afe5605bb6c0
el_for_eng:S0060L01B04	I don't know if I need to improve	δεν ξέρω αν χρειάζεται να βελτιωθώ	20c9ced9-96da-40b8-a0be-8c23dd6f3dd3
el_for_eng:S0060L01C01	not	δεν	ba79020a-26d1-4264-8601-5f7332859e6e
el_for_eng:S0060L01C02	I know	ξέρω	5f5025bc-0279-47dd-a95a-077306f1f8ed
el_for_eng:S0060L01U01	I don't know how to say a few words	δεν ξέρω πώς να λέω μερικές λέξεις	35e0d4d9-8a2d-4e61-8bc0-7aa011d17979
el_for_eng:S0060L01U02	I don't know how to feel better right now	δεν ξέρω πώς να νιώθω καλύτερα τώρα	17553c81-a2d7-4215-8ab1-6fdd4ff338e0
el_for_eng:S0060L01U03	I don't know how to remember enough words	δεν ξέρω πώς να θυμηθώ αρκετές λέξεις	2c918689-47ef-4b4c-91da-ca860b72e896
el_for_eng:S0060L01U04	I don't know if I can speak Greek well	δεν ξέρω αν μπορώ να μιλάω ελληνικά καλά	5ecd64b4-1492-4bdc-aea4-3fe406e34e4d
el_for_eng:S0060L01U05	I don't know how to do things carefully	δεν ξέρω πώς να κάνω πράγματα προσεκτικά	2c28ca11-ea67-4508-b390-0f4276930c8f
el_for_eng:S0060L01U06	I don't know how to do interesting things	δεν ξέρω πώς να κάνω ενδιαφέροντα πράγματα	e585592a-282f-42bd-a256-23c8eebfbd1c
el_for_eng:S0060L01U07	I don't know what I need to do next week	δεν ξέρω αυτό που χρειάζεται να κάνω την επόμενη εβδομάδα	2f67edc6-6e9c-4019-9d26-ea8e4870a1ff
el_for_eng:S0060L02B01	I'm still learning Greek	μαθαίνω ελληνικά ακόμα	b2cfc687-859e-4bfb-aee6-122fa2987f85
el_for_eng:S0060L02B02	I want to improve still	θέλω να βελτιωθώ ακόμα	0fde012b-fe8f-4d74-9b3d-296c11c46180
el_for_eng:S0060L02B03	I want to speak Greek still	θέλω να μιλάω ελληνικά ακόμα	e4fd75a0-8736-4a7f-91f7-255555f09260
el_for_eng:S0060L02U01	I'm starting to feel better still	αρχίζω να νιώθω καλύτερα ακόμα	ea069cb8-7ae6-418b-86fc-23b9a15214fa
el_for_eng:S0060L02U02	I'm learning Greek carefully still	μαθαίνω ελληνικά προσεκτικά ακόμα	42fc23fd-a788-424e-8dc8-3e21918126ff
el_for_eng:S0060L02U03	I enjoy learning Greek still	μου αρέσει να μαθαίνω ελληνικά ακόμα	7cdd351c-3c71-40f9-8f23-075f4efde79a
el_for_eng:S0060L02U04	I can't speak Greek well yet	δεν μπορώ να μιλάω ελληνικά καλά ακόμα	59908c3f-a884-45e6-a296-ad914568237e
el_for_eng:S0060L02U05	I can't remember a few words yet	δεν μπορώ να θυμηθώ μερικές λέξεις ακόμα	6baeb8c4-9af3-4c06-b482-7db3380049d1
el_for_eng:S0060L02U06	I don't know yet how to say enough words	δεν ξέρω ακόμα πώς να λέω αρκετές λέξεις	10445481-5e46-41a0-8229-e8ec4a943ee1
el_for_eng:S0060L02U07	I want to do interesting things still	θέλω να κάνω ενδιαφέροντα πράγματα ακόμα	ba87cae9-b864-4dec-859c-6c04d5e24cbb
el_for_eng:S0060L04B01	I want to say what I mean	θέλω να λέω τι εννοώ	290c9a3c-eeed-4d38-bf66-a98cc5382649
el_for_eng:S0060L04B02	I can say what I mean	μπορώ να λέω τι εννοώ	0d77f1a8-a5d3-4b78-a490-3101fbf9223a
el_for_eng:S0060L04B03	I can say a few words	μπορώ να λέω μερικές λέξεις	1ab9ad4b-0703-4948-ace0-5ba4834ed6a7
el_for_eng:S0060L04U01	I don't try to say everything	δεν προσπαθώ να λέω τα πάντα	77170eae-ebf9-480f-8161-e3f01351002d
el_for_eng:S0060L04U02	I don't need to say everything	δεν χρειάζεται να λέω τα πάντα	0f072d6e-6f1b-493d-9afc-1ec7308eee95
el_for_eng:S0060L04U03	I want to say things carefully	θέλω να λέω πράγματα προσεκτικά	fe61e743-5192-4faa-a1da-06875ad4db53
el_for_eng:S0060L04U04	I still don't know how to say things	δεν ξέρω ακόμα πώς να λέω πράγματα	624e1136-c323-4956-9161-4ff9e99b4b26
el_for_eng:S0060L04U05	I enjoy saying things carefully	μου αρέσει να λέω πράγματα προσεκτικά	62269073-db6a-4b3a-8c90-4998ec35946f
el_for_eng:S0060L04U06	I can't say enough words yet	δεν μπορώ να λέω αρκετές λέξεις ακόμα	ef4cb231-56ea-4560-ae0b-bdf3e654a421
el_for_eng:S0060L04U07	I don't know yet how to say enough words	δεν ξέρω ακόμα πώς να λέω αρκετές λέξεις	10445481-5e46-41a0-8229-e8ec4a943ee1
el_for_eng:S0060L05B01	enough different words	αρκετές διαφορετικές λέξεις	577e7284-5c95-4f9d-8bbb-45d9bd630552
el_for_eng:S0060L05B02	I want to know enough different words	θέλω να ξέρω αρκετές διαφορετικές λέξεις	28a65ff5-94b5-420a-bfba-553a43e81b15
el_for_eng:S0060L05B03	I want to remember enough different words	θέλω να θυμηθώ αρκετές διαφορετικές λέξεις	23484dbc-74c6-4a2a-95cc-cb3023e240ba
el_for_eng:S0060L05B04	I enjoy knowing enough different words	μου αρέσει να ξέρω αρκετές διαφορετικές λέξεις	ead8e232-06dc-4e86-be0f-4a833c44ea40
el_for_eng:S0060L05C01	enough	αρκετές	6543b6e5-3f91-42f8-84c7-46fb86bcf1bc
el_for_eng:S0060L05C02	different	διαφορετικές	358d2017-e15f-49c2-a0d9-ce50437dc51f
el_for_eng:S0060L05C03	words	λέξεις	6095a344-7979-4c76-9519-b4bda2d01314
el_for_eng:S0060L05U01	I enjoy learning enough different words	μου αρέσει να μαθαίνω αρκετές διαφορετικές λέξεις	55ec7592-640b-400b-bf41-63318a550829
el_for_eng:S0060L05U02	it is useful to know enough different words	είναι χρήσιμο να ξέρω αρκετές διαφορετικές λέξεις	8914530d-4ee8-4c66-a496-9030be6cb14c
el_for_eng:S0060L05U03	I can't say enough different words yet	δεν μπορώ να λέω αρκετές διαφορετικές λέξεις ακόμα	f6fbf66c-dabd-45c7-84d5-2a4d6da43ff5
el_for_eng:S0060L05U04	I don't know yet how to say enough different words	δεν ξέρω ακόμα πώς να λέω αρκετές διαφορετικές λέξεις	26c7e3b6-a7d2-458b-acbb-06eb137c60e9
el_for_eng:S0060L05U05	I can't remember enough different words yet	δεν μπορώ να θυμηθώ αρκετές διαφορετικές λέξεις ακόμα	203e1d81-59f0-4a94-b282-328051efb921
el_for_eng:S0060L05U06	I don't need to say enough different words right now	δεν χρειάζεται να λέω αρκετές διαφορετικές λέξεις τώρα	2f169ad2-a428-4163-80ab-295348df39a6
el_for_eng:S0060L05U07	I want to learn enough different words next week	θέλω να μαθαίνω αρκετές διαφορετικές λέξεις την επόμενη εβδομάδα	dddd4d67-8f72-440d-8f65-56afd1c28840
el_for_eng:S0061L01B01	can you	μπορείς να	f5e23f9b-70ce-4ccb-94eb-44084535440d
el_for_eng:S0061L01C01	you can	μπορείς	4b9c585d-a8bf-418f-bd6b-ab3ec2dc9164
el_for_eng:S0061L02B01	say it	το πεις	197f629b-39df-4c43-9a91-a25a5d7cbfff
el_for_eng:S0061L02B02	I want you to say it	θέλω να το πεις	eade9bb4-f5ef-4c4a-9740-d9b1b82092a5
el_for_eng:S0061L02B03	can you say it?	μπορείς να το πεις;	32c3b558-db84-4f8e-903d-2c4147302d0f
el_for_eng:S0061L02B04	I don't want you to say it	δεν θέλω να το πεις	bbf4f579-063d-48ca-a605-20b9fecf4d76
el_for_eng:S0061L02C01	it	το	e5dce1fe-09e4-4f8c-8fd4-76dbf76cf7ed
el_for_eng:S0061L02C02	you say	πεις	d6517f60-3cb8-4cb7-83bf-12d6d71f3330
el_for_eng:S0061L02U01	I want you to say it well	θέλω να το πεις καλά	e852e6ef-b297-40f8-a504-8873a4ccd1b1
el_for_eng:S0061L02U02	I want you to say it now	θέλω να το πεις τώρα	2c143bf2-0a63-4cd9-808b-37f4fc2ebaa7
el_for_eng:S0061L02U03	it is necessary for you to say it	χρειάζεται να το πεις	45e5fac8-25b0-46df-8433-d02dcdc2962a
el_for_eng:S0061L02U04	I enjoy when you say it	μου αρέσει να το πεις	bb18d176-8944-4248-adae-2238ae9cb903
el_for_eng:S0061L02U05	can you say it well?	μπορείς να το πεις καλά;	1db3e7be-c94e-4383-b777-f0640c83402b
el_for_eng:S0061L02U06	I don't need you to say it	δεν χρειάζεται να το πεις	f1aa77b1-4424-46bd-bd7e-d89972627b42
el_for_eng:S0061L02U07	I want you to say it carefully	θέλω να το πεις προσεκτικά	0bc1dad8-5c84-472f-aa92-b5c561a6a8f5
el_for_eng:S0061L03B01	can you say it again?	μπορείς να το πεις ξανά;	ef8f737b-4be6-4045-8d08-084d831eb355
