# gle_mu_for_eng — Munster (Kerry) seeds 1-500, as translated by job #545
# seed<TAB>English<TAB>Munster   — authored against docs/gle-mu/munster-kerry-dialect-spec.md

328	yes I think she ought to	Is dóigh, is dóigh liom gur cheart di
329	it's important	Tá sé tábhachtach
330	no I don't think it's very important	Ní dóigh, ní dóigh liom go bhfuil sé ana-thábhachtach
331	she can't provide all the answers	Ní féidir léi na freagraí ar fad a sholáthar
332	he can build a new life for his sister	Is féidir leis saol nua a thógaint dá dheirfiúr
333	she said that she can't spend much time with the group	Dúirt sí ná féidir léi mórán ama a chaitheamh leis an ngrúpa
334	he said that he can let you hold the kitten	Dúirt sé gur féidir leis ligean duit an piscín a choimeád
335	I think that he can add some valuable ideas	Is dóigh liom gur féidir leis smaointe luachmhara a chur leis
336	I don't think that she can open the door	Ní dóigh liom gur féidir léi an doras a oscailt
337	do you think that he can continue to play?	An dóigh leat gur féidir leis leanúint ar aghaidh ag imirt?
338	badly	go dona
339	no I think he's hurt himself quite badly	Ní dóigh, is dóigh liom go bhfuil sé gortaithe go dona
340	yes I'm sure he's going to be okay	Is dóigh, táim cinnte go mbeidh sé ceart go leor
341	I met someone a few days ago	Bhuaileas le duine cúpla lá ó shin
342	I met someone who said something	Bhuaileas le duine a dúirt rud éigin
343	who said that she's worried about the economy	a dúirt go bhfuil imní uirthi mar gheall ar an ngeilleagar
344	who said that he's happy to help you	a dúirt go bhfuil sé sásta cabhrú leat
345	who said that he's not ready to leave yet	a dúirt ná fuil sé réidh chun imeacht fós
346	I wanted her to know that I liked her book	Theastaigh uaim go mbeadh a fhios aici gur thaitin a leabhar liom
347	he wanted to know what was happening a week ago	Theastaigh uaidh a fhios a bheith aige cad a bhí ag tarlúint seachtain ó shin
348	she didn't want to know what was going to happen	Níor theastaigh uaithi a fhios a bheith aici cad a bhí chun tarlúint
349	Did he want to go out on Friday night?	Ar theastaigh uaidh dul amach oíche Dé hAoine?
350	yes he wanted to see some old friends	Theastaigh, theastaigh uaidh seanchairde a fheiscint
351	no he didn't want to leave me on my own	Níor theastaigh, níor theastaigh uaidh mé a fhágaint liom féin
352	even if he wanted to he wouldn't be able to	fiú dá dteastódh uaidh ní bheadh sé ábalta
353	she needed to run around the field	Theastaigh uaithi rith timpeall na páirce
354	he didn't need to appear angry	Níor theastaigh uaidh a bheith feargach
355	Did she need to talk to that woman you know?	Ar theastaigh uaithi labhairt leis an mbean san go bhfuil aithne agat uirthi?
356	yes they had something important to discuss	Theastaigh, bhí rud tábhachtach le plé acu
357	no she just wanted to send her a message	Níor theastaigh, ní raibh uaithi ach teachtaireacht a sheoladh chuici
358	your friend said that she couldn't reach the top	Dúirt do chara ná féadfadh sí an barr a bhaint amach
359	your friend said that he could turn left	Dúirt do chara go bhféadfadh sé casadh ar chlé
360	Did your friend say anything else?	An ndúirt do chara aon rud eile?
361	he was quiet	bhí sé ciúin
362	no he was rather quiet after you left	Ní dúirt, bhí sé sách ciúin tar éis duit imeacht
363	yes he felt like talking a lot	Dúirt, bhí fonn air a lán cainte a dhéanamh
364	I heard that he didn't like that place	Chualas nár thaitin an áit sin leis
365	I didn't hear what she said to him	Níor chualas cad a dúirt sí leis
366	Did you hear what he wanted to grow?	Ar chualaís cad a theastaigh uaidh a fhás?
367	no nobody told me	Níor chuala, níor inis éinne dom
368	yes I heard that he wanted to grow tomatoes	Chuala, chualas gur theastaigh uaidh trátaí a fhás
369	I saw several horses on the road	Chonac roinnt capall ar an mbóthar
370	I didn't see anyone that I knew	Ní fheaca éinne go raibh aithne agam air
371	I went to see a film on Wednesday	Chuas ag féachaint ar scannán Dé Céadaoin
372	Did you see what she was trying to create?	An bhfeacaís cad a bhí sí ag iarraidh a chruthú?
373	it was beautiful	bhí sé álainn
374	yes I thought it was very beautiful	Chonac, cheapas go raibh sé ana-álainn
375	no I didn't know what she was doing	Ní fheaca, ní raibh a fhios agam cad a bhí sí a dhéanamh
376	I didn't go anywhere last month	Níor chuas in aon áit an mhí seo caite
377	Did you go anywhere in the world last year?	Ar chuais in aon áit ar domhan anuraidh?
378	no I didn't have enough money for holidays	Níor chuas, ní raibh a dhóthain airgid agam do laethanta saoire
379	yes I was lucky enough to travel to Africa	Chuas, bhíos ádhmharach go leor chun taisteal go dtí an Afraic
380	I asked what she wanted to include	D'fhiafraíos cad a theastaigh uaithi a chur san áireamh
381	I didn't ask if he wanted to follow us	Níor fhiafraíos ar theastaigh uaidh sinn a leanúint
382	Did you ask where he wanted to put it?	Ar fhiafraís cá dteastaigh uaidh é a chur?
383	yes he said he wanted to put it in the garden	D'fhiafraíos, dúirt sé gur theastaigh uaidh é a chur sa ghairdín
384	I couldn't agree with what he said a moment ago	Ní fhéadfainn aontú leis an méid a dúirt sé nóiméad ó shin
385	Did you agree with her?	Ar aontaís léi?
386	yes I agreed with her	D'aontaíos, d'aontaíos léi
387	no I didn't think she was right	Níor aontaíos, níor cheapas go raibh an ceart aici
388	That person you work with	an duine san go n-oibríonn tú leis
389	That person over there	an duine san thall ansúd
390	the one who is standing near the entrance	an duine atá ina sheasamh in aice leis an mbealach isteach
391	the one who is walking towards the bus	an duine atá ag siúl i dtreo an bhus
392	That child with the black hair opposite the post office	an páiste san leis an ngruaig dhubh os comhair oifig an phoist
393	That boy with the green shirt	an buachaill san leis an léine ghlas
394	That girl with the yellow dress	an cailín san leis an ngúna buí
395	we need to turn left at the next corner	Teastaíonn uainn casadh ar chlé ag an gcúinne seo chugainn
396	we don't need to stand until everybody else is ready	Ní theastaíonn uainn seasamh go dtí go bhfuil gach éinne eile réidh
397	do we need to get ready soon?	An dteastaíonn uainn a bheith réidh go luath?
398	we want to become more patient with our children	Teastaíonn uainn a bheith níos foighní lenár bpáistí
399	we don't want to lose hope	Ní theastaíonn uainn dóchas a chailliúint
400	do we want to eat something later on?	An dteastaíonn uainn rud éigin a ithe níos déanaí?
401	no it would be better to go straight home	Ní theastaíonn, b'fhearr dul díreach abhaile
402	yes it would be nice to stop somewhere for food	Teastaíonn, bheadh sé deas stopadh in áit éigin chun bia
403	we should remain quiet for as long as possible	Ba cheart dúinn fanacht ciúin chomh fada agus is féidir
404	we shouldn't expect to finish before Thursday	Níor cheart dúinn a bheith ag súil le críochnú roimh Déardaoin
405	should we ask if we have to book?	Ar cheart dúinn a fhiafraí an gcaithfimid áirithint a dhéanamh?
406	no I'm sure it will be okay	Níor cheart, táim cinnte go mbeidh sé ceart go leor
407	shouldn't we try to set a good example?	Nár cheart dúinn iarracht a dhéanamh dea-shampla a thabhairt?
408	yes that's the best way to make a happy family	Ba cheart, sin í an tslí is fearr chun clann shona a dhéanamh
409	no it doesn't matter what we do	Níor cheart, is cuma cad a dheinimid
410	they still fight with each other	Bíonn siad fós ag troid le chéile
411	we would like to reserve a table for four tonight	Ba mhaith linn bord a chur in áirithe do cheathrar anocht
412	we couldn't allow them to win everything	Ní fhéadfaimis ligean dóibh gach aon rud a bhuachan
413	we could fall if we go too close to the edge	D'fhéadfaimis titim dá raghaimis ró-ghar don imeall
414	could we have a bottle of red wine please?	An bhféadfaimis buidéal fíona deirg a fháil le do thoil?
415	That wouldn't be a problem if you ask me	Ní bheadh sé sin ina fhadhb dar liom
416	they want to lead the way next year	Teastaíonn uathu an tslí a threorú an bhliain seo chugainn
417	do they want to kill those ants?	An dteastaíonn uathu na seangáin sin a mharú?
418	they need to serve the community	Teastaíonn uathu freastal ar an bpobal
419	if they want people to like them	má theastaíonn uathu go dtaitneoidh siad le daoine
420	they don't need to ask how old he is	Ní theastaíonn uathu a fhiafraí cén aois é
421	because they already know he's getting weak	mar tá a fhios acu cheana go bhfuil sé ag éirí lag
422	a question	ceist
423	do they need to ask such an obvious question?	An dteastaíonn uathu ceist chomh soiléir sin a chur?
424	no they're wasting everybody's time	Ní theastaíonn, tá siad ag cur am gach éinne amú
425	yes they need to make sure they understand	Teastaíonn, teastaíonn uathu a chinntiú go dtuigeann siad
426	they would like to love each other but they're unhappy	Ba mhaith leo grá a thabhairt dá chéile ach tá siad míshásta
427	they wouldn't like you to think that they're bored	Níor mhaith leo go gceapfá go bhfuil siad leamh
428	would they like to visit us on Tuesday?	Ar mhaith leo cuairt a thabhairt orainn Dé Máirt?
429	yes that would be perfect for them	Ba mhaith, bheadh sé sin foirfe dóibh
430	no that wouldn't be possible	Níor mhaith, ní bheadh sé sin indéanta
431	they're not ready yet but they'll be ready soon	Níl siad réidh fós ach beidh siad réidh go luath
432	they could mean that they want you to ask	D'fhéadfadh sé a bheith i gceist acu go dteastaíonn uathu go gcuirfeá ceist
433	they couldn't find out when the film started	Ní fhéadfaidís fáil amach cathain a thosnaigh an scannán
434	could they cut the number of students they take?	An bhféadfaidís líon na mac léinn a ghlacann siad a laghdú?
435	yes they could if they wanted to	D'fhéadfadh, dá dteastódh uathu
436	no there's a minimum number they need	Ní fhéadfadh, tá íoslíon ann a theastaíonn uathu
437	they wanted to raise as much as possible for charity	Theastaigh uathu an oiread agus ab fhéidir a bhailiú do charthanacht
438	they didn't want to decide what he should do	Níor theastaigh uathu cinneadh a dhéanamh ar cad ba cheart dó a dhéanamh
439	they don't want to die	Ní theastaíonn uathu bás a fháil
440	they want to travel while they're still young	Teastaíonn uathu taisteal fad is atá siad fós óg
441	an approach	cur chuige
442	Did they want to develop a new approach?	Ar theastaigh uathu cur chuige nua a fhorbairt?
443	no they wanted to keep doing it the same way	Níor theastaigh, theastaigh uathu leanúint ar aghaidh á dhéanamh ar an tslí chéanna
444	yes they thought it could be done more efficiently	Theastaigh, cheapadar go bhféadfaí é a dhéanamh níos éifeachtaí
445	they will be able to carry that suitcase	Beidh siad ábalta an mála taistil san a iompar
446	they won't be able to break that window	Ní bheidh siad ábalta an fhuinneog san a bhriseadh
447	will they be able to drive us home after the meal?	An mbeidh siad ábalta sinn a thiomáint abhaile tar éis an bhéile?
448	yes they'll be happy to help	Beidh, beidh siad sásta cabhrú
449	they said that they were almost ready	Dúradar go rabhadar beagnach réidh
450	no they have to catch the train themselves	Ní bheidh, caithfidh siad an traein a fháil iad féin
451	they said what they wanted to do	Dúradar cad a theastaigh uathu a dhéanamh
452	they didn't say what they wanted to do	Ní dúradar cad a theastaigh uathu a dhéanamh
453	Did they say who they saw last night?	An ndúradar cé a chonaiceadar aréir?
454	our friends came round at about six o'clock	Tháinig ár gcairde thart timpeall a sé a chlog
455	we had to leave because the children were tired	Bhí orainn imeacht mar bhí na páistí tuirseach
456	he might be there but it's not very likely	B'fhéidir go mbeidh sé ann ach ní dócha é
457	part of the problem is the number of different areas	Cuid den fhadhb ná líon na réimsí éagsúla
458	it was all much easier in the past	Bhí gach aon rud i bhfad níos éasca san am atá caite
459	it wasn't in front of the blue sign	Ní raibh sé os comhair an chomhartha ghoirm
460	I want to find a shop near the hotel	Teastaíonn uaim siopa a fháil in aice leis an óstán
461	a shop where I can buy some postcards	siopa go bhféadfainn cártaí poist a cheannach ann
462	my grandfather fought in Italy during the war	Throid mo sheanathair san Iodáil le linn an chogaidh
463	my room number	uimhir mo sheomra
464	I told her my room number once but she forgot it	D'inseas uimhir mo sheomra di uair amháin ach dhein sí dearmad air
465	next time I will ask her what her name is	An chéad uair eile fiafróidh mé di cad is ainm di
466	let me throw it over the wall	Lig dom é a chaitheamh thar an mballa
467	it's next to the car park	Tá sé in aice leis an gcarrchlós
468	it's a big world	Is domhan mór é
469	but that doesn't mean we can't change it	ach ní chiallaíonn san ná féidir linn é a athrú
470	how high do you want to climb before we stop?	Cé chomh hard is a theastaíonn uait dreapadh sara stopaimid?
471	do you want to stop for a rest?	An dteastaíonn uait stopadh chun sosa?
472	part of the problem is that we don't know the facts	Cuid den fhadhb is ea ná fuil na fíricí ar eolas againn
473	I don't want it	Ní theastaíonn sé uaim
474	I don't even want it as a free offer	Ní theastaíonn sé uaim fiú mar thairiscint saor in aisce
475	there are many reasons to consider waiting	Tá a lán cúiseanna ann chun machnamh a dhéanamh ar fhanacht
476	I'm waiting for the end of the second half	Táim ag fanacht le deireadh an dara leath
477	he's been sick since the second day of the holidays	Tá sé breoite ón dara lá de na laethanta saoire
478	she has such a kind heart	Tá croí chomh cineálta san aici
479	it's the least I could do	Is é an rud is lú a d'fhéadfainn a dhéanamh
480	whatever he says it's not far ahead now	Pé rud a deir sé níl sé i bhfad chun tosaigh anois
481	it's the only real hope we have left	Is é an t-aon dóchas fíor atá fágtha againn
482	the only real hope is that they're not serious	Is é an t-aon dóchas fíor ná ná fuil siad dáiríre
483	life isn't easy but it's not meant to be easy	Níl an saol éasca ach níl sé ceaptha a bheith éasca
484	it's meant to be a challenge	Tá sé ceaptha a bheith ina dhúshlán
485	nothing would make me happier than to get away	Ní dhéanfadh faic níos sásta mé ná éalú
486	I think your eyes are beautiful	Is dóigh liom go bhfuil do shúile álainn
487	it's under the bridge	Tá sé fén ndroichead
488	it's on the other side of that yellow line	Tá sé ar an dtaobh eile den líne bhuí sin
489	if you don't make me a strong cup of coffee right now	muna ndeineann tú cupán láidir caife dom anois díreach
490	then I will never trust anyone ever again	ní bheidh muinín agam as éinne go deo arís
491	I love the way you try to help	Is breá liom an tslí a bhíonn tú ag iarraidh cabhrú
492	which of those places do you think is the most interesting?	Cé acu de na háiteanna san is dóigh leat is suimiúla?
493	what's going to come next?	Cad atá chun teacht ar aghaidh?
494	what happens after the first part of the show?	Cad a tharlaíonn tar éis an chéad chuid den seó?
495	when it matters	nuair a bhíonn sé tábhachtach
496	I'm not planning to lose when it really matters	Nílim ag pleanáil cailliúint nuair a bhíonn sé fíorthábhachtach
497	That sounds as though you need to get some sleep	Tá an chuma air sin go dteastaíonn beagán codlata uait
498	he's standing alone over there inside the entrance	Tá sé ina sheasamh leis féin thall ansúd laistigh den bhealach isteach
499	maybe we should open the door and close the window	B'fhéidir gur cheart dúinn an doras a oscailt agus an fhuinneog a dhúnadh
500	Why don't you want to sit between the two girls?	Cad ina thaobh ná teastaíonn uait suí idir an dá chailín?
